"MonitoringLocationIdentifier","ActivityStartDate","ActivityEndDate","HydrologicEvent","CharacteristicName","meanresult"
"USGS-02086849",1984-06-18,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-06-18,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-07-10,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-07-10,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-07-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-07-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-07-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-08-07,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-08-07,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-08-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-08-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-08-23,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-09-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-09-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-09-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-10-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-10-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-10-23,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-12-04,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-12-04,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-12-04,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-12-19,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-12-19,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-12-19,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-01-03,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-01-03,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-01-03,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-02-20,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-02-20,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-02-20,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-03-26,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-03-26,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-03-26,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-04-30,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-04-30,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-04-30,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-05-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-05-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-05-23,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-06-18,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-06-18,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-06-18,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-07-22,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-07-22,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-07-22,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-08-18,NA,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-08-18,NA,"Flood","Phosphorus",NA
"USGS-02086849",1985-08-18,NA,"Flood","Total dissolved solids",NA
"USGS-02086849",1985-09-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-09-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-09-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-10-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-10-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-10-23,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-11-21,NA,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-11-21,NA,"Flood","Phosphorus",NA
"USGS-02086849",1985-11-21,NA,"Flood","Total dissolved solids",NA
"USGS-02086849",1985-12-17,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-12-17,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-12-17,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-01-22,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-01-22,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-01-22,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-02-19,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-02-19,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-02-19,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-03-25,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-03-25,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-03-25,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-04-21,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-04-21,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-04-21,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-04-21,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-04-21,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-05-28,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-05-28,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-05-28,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-05-28,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-05-28,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-06-18,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-06-18,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-06-18,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-07-28,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-07-28,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-07-28,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-07-28,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-07-28,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-08-20,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-08-20,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-08-20,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-08-20,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-08-20,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-09-23,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-09-23,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-09-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-09-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-09-23,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-10-28,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-10-28,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-10-28,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-10-28,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-10-28,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-11-24,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-11-24,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-11-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-11-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-11-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1987-01-08,NA,"Routine sample","Gage height",NA
"USGS-02086849",1987-01-08,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1987-01-08,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1987-01-08,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1987-02-24,NA,"Routine sample","Gage height",NA
"USGS-02086849",1987-02-24,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1987-02-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1987-02-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1987-02-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1987-03-25,NA,"Routine sample","Gage height",NA
"USGS-02086849",1987-03-25,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1987-03-25,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1987-03-25,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1987-03-25,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1987-04-16,NA,"Routine sample","Gage height",NA
"USGS-02086849",1987-04-16,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1987-04-16,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1987-04-16,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1987-04-16,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1987-05-18,NA,"Routine sample","Gage height",NA
"USGS-02086849",1987-05-18,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1987-05-18,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1987-05-18,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1987-05-18,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1992-04-21,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1992-04-21,NA,"Storm","Phosphorus",NA
"USGS-02086849",1992-04-21,NA,"Storm","Total dissolved solids",NA
"USGS-02086849",1992-11-18,NA,"Routine sample","Gage height",NA
"USGS-02086849",1992-11-18,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1993-05-20,NA,"Routine sample","Gage height",NA
"USGS-02086849",1993-05-20,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1993-05-20,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1993-05-20,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1993-05-20,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1993-05-26,NA,"Storm","Gage height",NA
"USGS-02086849",1993-05-26,NA,"Storm","Height, gage",NA
"USGS-02086849",1993-08-12,NA,"Routine sample","Gage height",NA
"USGS-02086849",1993-08-12,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2006-01-18,NA,"Storm","Gage height",NA
"USGS-02086849",2006-01-18,NA,"Storm","Height, gage",NA
"USGS-02086849",2006-01-18,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2006-01-18,NA,"Storm","Phosphorus",NA
"USGS-02086849",2006-01-18,NA,"Storm","Total dissolved solids",NA
"USGS-02086849",2006-06-14,NA,"Storm","Gage height",NA
"USGS-02086849",2006-06-14,NA,"Storm","Height, gage",NA
"USGS-02086849",2006-06-14,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2006-06-14,NA,"Storm","Phosphorus",NA
"USGS-02086849",2006-06-14,NA,"Storm","Total dissolved solids",NA
"USGS-02086849",2007-03-02,NA,"Storm","Gage height",NA
"USGS-02086849",2007-03-02,NA,"Storm","Height, gage",NA
"USGS-02086849",2007-03-02,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2007-03-02,NA,"Storm","Phosphorus",NA
"USGS-02086849",2007-03-02,NA,"Storm","Total dissolved solids",NA
"USGS-02086849",2008-09-06,NA,"Storm","Gage height",NA
"USGS-02086849",2008-09-06,NA,"Storm","Height, gage",NA
"USGS-02086849",2008-09-06,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2008-09-06,NA,"Storm","Phosphorus",NA
"USGS-02086849",2008-09-06,NA,"Storm","Total dissolved solids",NA
"USGS-02086849",2008-09-26,NA,"Storm","Gage height",NA
"USGS-02086849",2008-09-26,NA,"Storm","Height, gage",NA
"USGS-02086849",2008-09-26,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2008-09-26,NA,"Storm","Phosphorus",NA
"USGS-02086849",2008-09-26,NA,"Storm","Total dissolved solids",NA
"USGS-02086849",2009-01-06,NA,"Storm","Gage height",NA
"USGS-02086849",2009-01-06,NA,"Storm","Height, gage",NA
"USGS-02086849",2009-01-06,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2009-01-06,NA,"Storm","Phosphorus",NA
"USGS-02086849",2009-01-06,NA,"Storm","Total dissolved solids",NA
"USGS-02086849",2009-05-19,NA,"Routine sample","Gage height",NA
"USGS-02086849",2009-05-19,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2009-11-11,NA,"Storm","Gage height",NA
"USGS-02086849",2009-11-11,NA,"Storm","Height, gage",NA
"USGS-02086849",2009-11-11,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2009-11-11,NA,"Storm","Phosphorus",NA
"USGS-02086849",2009-11-11,NA,"Storm","Total dissolved solids",NA
"USGS-02086849",2010-09-27,2010-09-27,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2010-09-27,2010-09-27,"Storm","Phosphorus",NA
"USGS-02086849",2010-09-27,2010-09-27,"Storm","Total dissolved solids",NA
"USGS-02086849",2011-05-14,2011-05-14,"Storm","Gage height",NA
"USGS-02086849",2011-05-14,2011-05-14,"Storm","Height, gage",NA
"USGS-02086849",2011-05-14,2011-05-14,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2011-05-14,2011-05-14,"Storm","Phosphorus",NA
"USGS-02086849",2011-05-14,2011-05-14,"Storm","Total dissolved solids",NA
"USGS-02086849",2011-07-08,2011-07-08,"Storm","Gage height",NA
"USGS-02086849",2011-07-08,2011-07-08,"Storm","Height, gage",NA
"USGS-02086849",2011-07-08,2011-07-08,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2011-07-08,2011-07-08,"Storm","Phosphorus",NA
"USGS-02086849",2011-07-08,2011-07-08,"Storm","Total dissolved solids",NA
"USGS-02086849",2014-04-08,NA,"Routine sample","Gage height",NA
"USGS-02086849",2014-04-08,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2014-04-08,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2014-04-08,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",2014-04-15,NA,"Routine sample","Gage height",NA
"USGS-02086849",2014-04-15,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2014-04-15,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2014-04-15,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",2014-04-23,NA,"Routine sample","Gage height",NA
"USGS-02086849",2014-04-23,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2014-04-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2014-04-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",2014-04-29,NA,"Routine sample","Gage height",NA
"USGS-02086849",2014-04-29,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2014-04-29,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2014-04-29,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",2014-05-06,NA,"Routine sample","Gage height",NA
"USGS-02086849",2014-05-06,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2014-05-06,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2014-05-06,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",2014-05-12,NA,"Routine sample","Gage height",NA
"USGS-02086849",2014-05-12,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2014-05-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2014-05-12,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",2014-05-20,NA,"Routine sample","Gage height",NA
"USGS-02086849",2014-05-20,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2014-05-20,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2014-05-20,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",2014-05-29,NA,"Routine sample","Gage height",NA
"USGS-02086849",2014-05-29,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2014-05-29,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2014-05-29,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",2014-06-03,NA,"Routine sample","Gage height",NA
"USGS-02086849",2014-06-03,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2014-06-03,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2014-06-03,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",2014-06-10,NA,"Routine sample","Gage height",NA
"USGS-02086849",2014-06-10,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2014-06-10,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2014-06-10,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",2018-03-27,NA,"Routine sample","Gage height",NA
"USGS-02086849",2018-03-27,NA,"Routine sample","Height, gage",NA
"USGS-02086849",2018-03-27,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",2018-03-27,NA,"Routine sample","Total dissolved solids",NA
"USGS-360211078513701",2016-07-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-360211078513701",2016-07-12,NA,"Routine sample","Phosphorus",NA
"USGS-360211078513701",2018-03-27,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-360211078513701",2018-03-27,NA,"Routine sample","Total dissolved solids",NA
"USGS-360226078512801",2016-07-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-360226078512801",2016-07-12,NA,"Routine sample","Phosphorus",NA
